msisdn,peer_msisdn,imei,tower_id,ts_start,duration_sec,call_type
9800000001,9700000001,352100000000001,TOWER_CHD_01,2025-01-08 13:55:00,118,CALL
9800000001,9700000001,352100000000001,TOWER_CHD_01,2025-01-08 13:57:00,0,SMS
9800000001,9700000002,352100000000001,TOWER_CHD_02,2025-01-08 15:20:00,95,CALL
9800000001,9700000003,352100000000001,TOWER_CHD_01,2025-01-08 17:10:00,102,CALL
9800000002,9700000004,352100000000001,TOWER_CHD_03,2025-01-09 10:05:00,87,CALL
9800000002,9700000005,352100000000001,TOWER_CHD_03,2025-01-09 14:00:00,74,CALL
9800000002,9700000004,352100000000001,TOWER_CHD_03,2025-01-09 14:06:00,60,CALL
9800000002,9700000001,352100000000001,TOWER_CHD_03,2025-01-09 14:10:00,55,CALL
9800000002,9700000002,352100000000001,TOWER_CHD_03,2025-01-09 14:13:00,48,CALL
9800000002,9700000003,352100000000001,TOWER_CHD_03,2025-01-09 14:16:00,62,CALL
9800000002,9700000005,352100000000001,TOWER_CHD_03,2025-01-09 14:19:00,51,CALL
9800000002,9700000001,352100000000001,TOWER_CHD_03,2025-01-09 14:22:00,44,CALL
9800000002,9700000002,352100000000001,TOWER_CHD_03,2025-01-09 14:25:00,39,CALL
9800000002,9700000003,352100000000001,TOWER_CHD_03,2025-01-09 14:28:00,58,CALL
9800000002,9700000004,352100000000001,TOWER_CHD_03,2025-01-09 14:31:00,47,CALL
9800000002,9700000005,352100000000001,TOWER_CHD_03,2025-01-09 14:34:00,53,CALL
9800000002,9700000001,352100000000001,TOWER_CHD_03,2025-01-09 14:37:00,41,CALL
9800000002,9700000002,352100000000001,TOWER_CHD_03,2025-01-09 14:40:00,36,CALL
9800000002,9700000003,352100000000001,TOWER_CHD_03,2025-01-09 14:43:00,63,CALL
9800000002,9700000004,352100000000001,TOWER_CHD_03,2025-01-09 14:46:00,49,CALL
9800000002,9700000005,352100000000001,TOWER_CHD_03,2025-01-09 14:49:00,55,CALL
9800000002,9700000001,352100000000001,TOWER_CHD_03,2025-01-09 14:52:00,42,CALL
9800000002,9700000002,352100000000001,TOWER_CHD_03,2025-01-09 14:55:00,38,CALL
9800000003,9700000005,352100000000001,TOWER_CHD_04,2025-01-10 09:30:00,91,CALL
9800000003,9700000005,352100000000001,TOWER_CHD_04,2025-01-10 09:32:00,0,SMS
9900000001,9800000001,352100000000099,TOWER_CHD_05,2025-01-07 11:00:00,30,CALL
9900000001,9700000001,352100000000099,TOWER_CHD_05,2025-01-07 11:05:00,20,SMS
9900000002,9800000001,352100000000088,TOWER_CHD_06,2025-01-08 09:00:00,25,CALL
9900000003,9800000001,352100000000077,TOWER_CHD_07,2025-01-09 08:00:00,22,CALL
9700000001,9600000001,352100000000011,TOWER_CHD_08,2025-01-08 10:00:00,60,CALL
9700000002,9600000002,352100000000022,TOWER_CHD_09,2025-01-08 11:00:00,45,CALL
9700000003,9600000003,352100000000033,TOWER_CHD_10,2025-01-08 12:00:00,50,CALL
9700000004,9600000004,352100000000044,TOWER_CHD_11,2025-01-09 08:30:00,40,CALL
9700000005,9600000005,352100000000055,TOWER_CHD_12,2025-01-10 08:00:00,35,CALL
