msisdn,peer_msisdn,imei,tower_id,ts_start,duration_sec,call_type
9900000001,9800000001,352200000000001,TWR-DEL-001,2025-01-07T10:00:00,45,CALL
9800000001,9700000003,352100000000001,TWR-CHD-001,2025-01-08T11:00:00,180,CALL
9800000002,9700000004,352100000000001,TWR-CHD-001,2025-01-09T14:00:00,120,CALL
9800000002,9700000006,352100000000001,TWR-CHD-001,2025-01-09T14:03:00,30,CALL
9800000002,9700000007,352100000000001,TWR-CHD-001,2025-01-09T14:06:00,25,CALL
9800000002,9700000008,352100000000001,TWR-CHD-001,2025-01-09T14:09:00,35,CALL
9800000002,9700000009,352100000000001,TWR-CHD-001,2025-01-09T14:12:00,40,CALL
9800000002,9700000010,352100000000001,TWR-CHD-002,2025-01-09T14:15:00,20,CALL
9800000002,9700000011,352100000000001,TWR-CHD-002,2025-01-09T14:18:00,45,CALL
9800000002,9700000012,352100000000001,TWR-CHD-002,2025-01-09T14:21:00,30,CALL
9800000002,9700000013,352100000000001,TWR-CHD-002,2025-01-09T14:24:00,55,CALL
9800000002,9700000014,352100000000001,TWR-CHD-002,2025-01-09T14:27:00,25,CALL
9800000002,9700000005,352100000000001,TWR-CHD-002,2025-01-09T14:30:00,90,CALL
9800000002,9700000015,352100000000001,TWR-CHD-002,2025-01-09T14:33:00,40,CALL
9800000002,9700000016,352100000000001,TWR-CHD-002,2025-01-09T14:36:00,35,CALL
9800000002,9700000017,352100000000001,TWR-CHD-002,2025-01-09T14:39:00,30,CALL
9800000002,9700000018,352100000000001,TWR-CHD-002,2025-01-09T14:42:00,45,CALL
9800000002,9700000019,352100000000001,TWR-CHD-002,2025-01-09T14:45:00,20,CALL
9800000002,9700000020,352100000000001,TWR-CHD-002,2025-01-09T14:48:00,30,CALL
9800000002,9700000021,352100000000001,TWR-CHD-002,2025-01-09T14:51:00,25,CALL
9800000003,9700000001,352100000000001,TWR-MUM-001,2025-01-10T10:00:00,200,CALL
9800000003,9700000002,352100000000001,TWR-MUM-001,2025-01-10T11:00:00,180,CALL
